intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw,hour_ext,hour
2021-03-08T16:00:00Z,2021-03-08T17:00:00Z,2021-03-08,9,IRONMTN_2_N001,LMP,-0.12997,16:00:00,17
2021-03-08T11:00:00Z,2021-03-08T12:00:00Z,2021-03-08,4,IRONMTN_2_N001,LMP,28.65583,11:00:00,12
2021-03-09T02:00:00Z,2021-03-09T03:00:00Z,2021-03-08,19,IRONMTN_2_N001,LMP,65.65747,02:00:00,3
2021-03-08T17:00:00Z,2021-03-08T18:00:00Z,2021-03-08,10,IRONMTN_2_N001,LMP,-8.83767,17:00:00,18
2021-03-09T03:00:00Z,2021-03-09T04:00:00Z,2021-03-08,20,IRONMTN_2_N001,LMP,54.15879,03:00:00,4
2021-03-09T06:00:00Z,2021-03-09T07:00:00Z,2021-03-08,23,IRONMTN_2_N001,LMP,36.01987,06:00:00,7
2021-03-08T21:00:00Z,2021-03-08T22:00:00Z,2021-03-08,14,IRONMTN_2_N001,LMP,-20.54409,21:00:00,22
2021-03-08T10:00:00Z,2021-03-08T11:00:00Z,2021-03-08,3,IRONMTN_2_N001,LMP,28.36244,10:00:00,11
2021-03-08T18:00:00Z,2021-03-08T19:00:00Z,2021-03-08,11,IRONMTN_2_N001,LMP,-15.60591,18:00:00,19
2021-03-08T14:00:00Z,2021-03-08T15:00:00Z,2021-03-08,7,IRONMTN_2_N001,LMP,47.35267,14:00:00,15
2021-03-08T13:00:00Z,2021-03-08T14:00:00Z,2021-03-08,6,IRONMTN_2_N001,LMP,35.23174,13:00:00,14
2021-03-08T09:00:00Z,2021-03-08T10:00:00Z,2021-03-08,2,IRONMTN_2_N001,LMP,28.63571,09:00:00,10
2021-03-09T00:00:00Z,2021-03-09T01:00:00Z,2021-03-08,17,IRONMTN_2_N001,LMP,15.59688,00:00:00,1
2021-03-08T19:00:00Z,2021-03-08T20:00:00Z,2021-03-08,12,IRONMTN_2_N001,LMP,-17.24541,19:00:00,20
2021-03-09T07:00:00Z,2021-03-09T08:00:00Z,2021-03-08,24,IRONMTN_2_N001,LMP,33.15772,07:00:00,8
