intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw,hour_ext,hour
2021-05-08T16:00:00Z,2021-05-08T17:00:00Z,2021-05-08,10,IRONMTN_2_N001,LMP,2.83097,16:00:00,17
2021-05-08T12:00:00Z,2021-05-08T13:00:00Z,2021-05-08,6,IRONMTN_2_N001,LMP,29.9165,12:00:00,13
2021-05-08T08:00:00Z,2021-05-08T09:00:00Z,2021-05-08,2,IRONMTN_2_N001,LMP,28.89777,08:00:00,9
2021-05-09T20:00:00Z,2021-05-09T21:00:00Z,2021-05-09,14,IRONMTN_2_N001,LMP,0.10866,20:00:00,21
2021-05-09T17:00:00Z,2021-05-09T18:00:00Z,2021-05-09,11,IRONMTN_2_N001,LMP,-0.00892,17:00:00,18
2021-05-09T18:00:00Z,2021-05-09T19:00:00Z,2021-05-09,12,IRONMTN_2_N001,LMP,-0.00809,18:00:00,19
2021-05-09T21:00:00Z,2021-05-09T22:00:00Z,2021-05-09,15,IRONMTN_2_N001,LMP,0.31678,21:00:00,22
2021-05-09T16:00:00Z,2021-05-09T17:00:00Z,2021-05-09,10,IRONMTN_2_N001,LMP,-0.00757,16:00:00,17
2021-05-09T14:00:00Z,2021-05-09T15:00:00Z,2021-05-09,8,IRONMTN_2_N001,LMP,14.20712,14:00:00,15
2021-05-09T08:00:00Z,2021-05-09T09:00:00Z,2021-05-09,2,IRONMTN_2_N001,LMP,27.45402,08:00:00,9
2021-05-09T11:00:00Z,2021-05-09T12:00:00Z,2021-05-09,5,IRONMTN_2_N001,LMP,27.89014,11:00:00,12
2021-05-10T01:00:00Z,2021-05-10T02:00:00Z,2021-05-09,19,IRONMTN_2_N001,LMP,34.93285,01:00:00,2
